Tarih,Toplam Vaka,Günlük Vaka,Toplam_Hasta,Gunluk_Hasta,Toplam_Vefat,Gunluk_Vefat,Toplam_iyilesen,Gunluk_iyilesen,Toplam_Test,Gunluk_Test,YBU,Entube,Ağır Hasta,yatak_doluluk_orani,eriskin_yogun_bakim_doluluk_orani,ventilator_doluluk_orani
10.03.2021,2.821.943,14.556,699.621,814,29.227,67,2.649.862,9.193,34.548.238,145.130,0,0,1.309,0,0,
11.03.2021,2.835.989,14.046,700.442,821,29.290,63,2.659.093,9.231,34.694.624,146.386,0,0,1.310,0,0,
12.03.2021,2.850.930,14.941,701.276,834,29.356,66,2.670.273,11.180,34.843.480,148.856,0,0,1.349,0,0,
13.03.2021,2.866.012,15.082,702.117,841,29.421,65,2.685.560,15.287,34.993.578,150.098,0,0,1.350,0,0,
14.03.2021,2.879.390,13.378,702.969,852,29.489,68,2.701.076,15.516,35.126.003,132.425,0,0,1.392,0,0,
15.03.2021,2.894.893,15.503,703.827,858,29.552,63,2.716.969,15.893,35.277.116,151.113,0,0,1.425,0,0,
16.03.2021,2.911.642,16.749,704.701,874,29.623,71,2.734.862,17.893,35.435.502,158.386,0,0,1.474,0,0,
17.03.2021,2.930.554,18.912,705.570,869,29.696,73,2.752.023,17.161,35.603.028,167.526,0,0,1.484,0,0,
18.03.2021,2.950.603,20.049,706.472,902,29.777,81,2.770.638,18.615,35.787.480,184.452,0,0,1.503,0,0,
19.03.2021,2.971.633,21.030,707.406,934,29.864,87,2.788.757,18.119,35.975.339,187.859,0,0,1.547,0,0,
20.03.2021,2.992.694,21.061,708.364,958,29.959,95,2.807.572,18.815,36.165.468,190.129,0,0,1.538,0,0,
21.03.2021,3.013.122,20.428,709.329,965,30.061,102,2.825.187,17.615,36.355.374,189.906,0,0,1.568,0,0,
22.03.2021,3.035.338,22.216,710.310,981,30.178,117,2.844.681,19.494,36.556.589,201.215,0,0,1.644,0,0,
23.03.2021,3.061.520,26.182,711.316,1.006,30.316,138,2.863.882,19.201,36.768.437,211.848,0,0,1.710,0,0,
24.03.2021,3.091.282,29.762,712.458,1.142,30.462,146,2.881.643,17.761,36.990.175,221.738,0,0,1.720,0,0,
25.03.2021,3.120.013,28.731,713.668,1.210,30.619,157,2.900.829,19.186,37.212.928,222.753,0,0,1.790,0,0,
26.03.2021,3.149.094,29.081,714.921,1.253,30.772,153,2.921.037,20.208,37.433.913,220.985,0,0,1.810,0,0,
27.03.2021,3.179.115,30.021,716.202,1.281,30.923,151,2.939.929,18.892,37.657.127,223.214,0,0,1.886,0,0,
28.03.2021,3.208.173,29.058,717.507,1.305,31.076,153,2.957.093,17.164,37.877.236,220.109,0,0,1.968,0,0,
29.03.2021,3.240.577,32.404,718.832,1.325,31.230,154,2.975.108,18.015,38.102.747,225.511,0,0,1.998,0,0,
30.03.2021,3.277.880,37.303,720.208,1.376,31.385,155,2.995.033,19.925,38.338.045,235.298,0,0,2.054,0,0,
31.03.2021,3.317.182,39.302,721.609,1.401,31.537,152,3.014.226,19.193,38.578.057,240.012,0,0,2.082,0,0,
01.04.2021,3.357.988,40.806,723.033,1.424,31.713,176,3.035.043,20.817,38.821.795,243.738,0,0,2.135,0,0,
02.04.2021,3.400.296,42.308,724.504,1.471,31.892,179,3.059.462,24.419,39.070.763,248.968,0,0,2.182,0,0,
03.04.2021,3.445.052,44.756,725.987,1.483,32.078,186,3.082.676,23.214,39.319.889,249.126,0,0,2.231,0,0,
04.04.2021,3.487.050,41.998,727.495,1.508,32.263,185,3.105.350,22.674,39.566.099,246.210,0,0,2.311,0,0,
05.04.2021,3.529.601,42.551,729.201,1.706,32.456,193,3.130.977,25.627,39.811.595,245.496,0,0,2.407,0,0,
06.04.2021,3.579.185,49.584,731.204,2.003,32.667,211,3.159.475,28.498,40.083.142,271.547,0,0,2.477,0,0,
07.04.2021,3.633.925,54.740,733.407,2.203,32.943,276,3.194.978,35.503,40.385.250,302.108,0,0,2.604,0,0,
08.04.2021,3.689.866,55.941,735.723,2.316,33.201,258,3.232.892,37.914,40.689.742,304.492,0,0,2.615,0,0,
09.04.2021,3.745.657,55.791,738.131,2.408,33.454,253,3.268.678,35.786,40.994.845,305.103,0,0,2.658,0,0,
10.04.2021,3.798.333,52.676,740.628,2.497,33.702,248,3.301.217,32.539,41.297.580,302.735,0,0,2.739,0,0,
11.04.2021,3.849.011,50.678,743.176,2.548,33.939,237,3.331.411,30.194,41.591.854,294.274,0,0,2.824,0,0,
12.04.2021,3.903.573,54.562,745.847,2.671,34.182,243,3.372.629,41.218,41.892.922,301.068,0,0,2.891,0,0,
13.04.2021,3.962.760,59.187,748.570,2.723,34.455,273,3.424.733,52.104,42.199.485,306.563,0,0,2.951,0,0,
14.04.2021,4.025.557,62.797,751.372,2.802,34.734,279,3.480.146,55.413,42.509.905,310.420,0,0,3.018,0,0,
15.04.2021,4.086.957,61.400,754.217,2.845,35.031,297,3.535.040,54.894,42.828.122,318.217,0,0,3.080,0,0,
16.04.2021,4.150.039,63.082,757.132,2.915,35.320,289,3.591.550,56.510,43.148.200,320.078,0,0,3.205,0,0,
17.04.2021,4.212.645,62.606,760.105,2.973,35.608,288,3.643.734,52.184,43.467.516,319.316,0,0,3.240,0,0,
18.04.2021,4.268.447,55.802,763.206,3.101,35.926,318,3.687.590,43.856,43.768.759,301.243,0,0,3.275,0,0,
19.04.2021,4.323.596,55.149,766.068,2.862,36.267,341,3.736.537,48.947,44.087.628,318.869,0,0,3.319,0,0,
20.04.2021,4.384.624,61.028,768.963,2.895,36.613,346,3.792.129,55.592,44.409.756,322.128,0,0,3.375,0,0,
21.04.2021,4.446.591,61.967,771.895,2.932,36.975,362,3.844.342,52.213,44.728.595,318.839,0,0,3.398,0,0,
22.04.2021,4.501.382,54.791,775.023,3.128,37.329,354,3.909.935,65.593,45.040.704,312.109,0,0,3.463,0,0,
23.04.2021,4.550.820,49.438,778.112,3.089,37.672,343,3.970.111,60.176,45.342.795,302.091,0,0,3.475,0,0,
24.04.2021,4.591.416,40.596,781.017,2.905,38.011,339,4.022.408,52.297,45.623.978,281.183,0,0,3.511,0,0,
25.04.2021,4.629.969,38.553,783.818,2.801,38.358,347,4.073.644,51.236,45.884.258,260.280,0,0,3.590,0,0,
26.04.2021,4.667.281,37.312,786.534,2.716,38.711,353,4.121.671,48.027,46.153.151,268.893,0,0,3.563,0,0,
27.04.2021,4.710.582,43.301,789.237,2.703,39.057,346,4.167.263,45.592,46.435.343,282.192,0,0,3.549,0,0,
28.04.2021,4.751.026,40.444,791.965,2.728,39.398,341,4.212.461,45.198,46.718.604,283.261,0,0,3.558,0,0,
29.04.2021,4.788.700,37.674,794.680,2.715,39.737,339,4.255.714,43.253,46.996.712,278.108,0,0,3.581,0,0,
30.04.2021,4.820.591,31.891,797.353,2.673,40.131,394,4.323.897,68.183,47.261.999,265.287,0,0,3.534,0,0,
01.05.2021,4.849.408,28.817,799.968,2.615,40.504,373,4.405.199,81.302,47.504.193,242.194,0,0,3.525,0,0,
02.05.2021,4.875.388,25.980,802.555,2.587,40.844,340,4.480.381,75.182,47.744.338,240.145,0,0,3.532,0,0,
03.05.2021,4.900.121,24.733,805.056,2.501,41.191,347,4.515.819,35.438,47.987.986,243.648,0,0,3.438,0,0,
04.05.2021,4.929.118,28.997,807.539,2.483,41.527,336,4.554.037,38.218,48.229.733,241.747,0,0,3.452,0,0,
05.05.2021,4.955.594,26.476,809.953,2.414,41.883,356,4.589.501,35.464,48.459.224,229.491,0,0,3.418,0,0,
06.05.2021,4.977.982,22.388,812.354,2.401,42.187,304,4.626.799,37.298,48.712.606,253.382,0,0,3.378,0,0,
07.05.2021,4.998.089,20.107,814.564,2.210,42.465,278,4.662.328,35.529,48.963.800,251.194,0,0,3.260,"53,10%","68,20%","33,80%"
08.05.2021,5.016.141,18.052,816.742,2.178,42.746,281,4.691.224,28.896,49.192.673,228.873,0,0,3.175,"53,10%","68,20%","33,80%"
09.05.2021,5.031.332,15.191,818.844,2.102,43.029,283,4.716.918,25.694,49.390.141,197.468,0,0,3.081,"53,10%","68,20%","33,80%"
10.05.2021,5.044.936,13.604,820.578,1.734,43.311,282,4.743.871,26.953,49.604.004,213.863,0,0,2.983,"43,70%","65,00%","32,40%"
11.05.2021,5.059.433,14.497,822.160,1.582,43.589,278,4.766.124,22.253,49.830.456,226.452,0,0,2.975,"43,70%","65,00%","32,40%"
12.05.2021,5.072.462,13.029,823.656,1.496,43.821,232,4.801.291,35.167,50.058.648,228.192,0,0,2.827,"43,70%","65,00%","32,40%"
13.05.2021,5.083.996,11.534,824.873,1.217,44.059,238,4.856.763,55.472,50.259.943,201.295,0,0,2.765,"43,70%","65,00%","32,40%"
14.05.2021,5.095.390,11.394,825.975,1.102,44.301,242,4.894.024,37.261,50.463.016,203.073,0,0,2.670,"43,70%","65,00%","32,40%"
15.05.2021,5.106.862,11.472,827.059,1.084,44.537,236,4.932.838,38.814,50.667.653,204.637,0,0,2.563,"43,70%","65,00%","32,40%"
16.05.2021,5.117.374,10.512,827.979,920,44.760,223,4.947.256,14.418,50.869.896,202.243,0,0,2.468,"43,70%","65,00%","32,40%"
17.05.2021,5.127.548,10.174,828.902,923,44.983,223,4.961.120,13.864,51.076.732,206.836,0,0,2.326,"45,50%","62,50%","30,70%"
18.05.2021,5.139.485,11.937,829.818,916,45.186,203,4.971.245,10.125,51.294.008,217.276,0,0,2.232,"45,50%","62,50%","30,70%"
19.05.2021,5.151.038,11.553,830.720,902,45.419,233,4.980.516,9.271,51.512.691,218.683,0,0,2.162,"45,50%","62,50%","30,70%"
20.05.2021,5.160.423,9.385,831.576,856,45.626,207,4.989.787,9.271,51.731.883,219.192,0,0,2.041,"45,50%","62,50%","30,70%"
21.05.2021,5.169.951,9.528,832.422,846,45.840,214,4.998.639,8.852,51.950.729,218.846,0,0,1.977,"45,50%","62,50%","30,70%"
22.05.2021,5.178.648,8.697,833.257,835,46.071,231,5.013.111,14.472,52.167.387,216.658,0,0,1.876,"45,50%","62,50%","30,70%"
23.05.2021,5.186.487,7.839,833.967,710,46.268,197,5.024.313,11.202,52.377.678,210.291,0,0,1.843,"45,50%","62,50%","30,70%"
24.05.2021,5.194.010,7.523,834.669,702,46.446,178,5.034.316,10.003,52.594.333,216.655,0,0,1.745,"49,10%","61,90%","29,90%"
25.05.2021,5.203.385,9.375,835.362,693,46.621,175,5.045.508,11.192,52.817.437,223.104,0,0,1.667,"49,10%","61,90%","29,90%"
26.05.2021,5.212.123,8.738,836.043,681,46.787,166,5.057.713,12.205,53.038.651,221.214,0,0,1.561,"49,10%","61,90%","29,90%"
27.05.2021,5.220.549,8.426,836.716,673,46.970,183,5.070.815,13.102,53.258.116,219.465,0,0,1.504,"49,10%","61,90%","29,90%"
28.05.2021,5.228.322,7.773,837.372,656,47.134,164,5.083.099,12.284,53.478.278,220.162,0,0,0,0,0,
29.05.2021,5.235.978,7.656,837.977,605,47.271,137,5.094.279,11.180,53.700.891,222.613,0,0,1.391,"49,10%","61,90%","29,90%"
30.05.2021,5.242.911,6.933,838.559,582,47.405,134,5.105.042,10.763,53.919.848,218.957,0,0,1.390,"49,10%","61,90%","29,90%"
31.05.2021,5.249.404,6.493,839.155,596,47.527,122,5.114.624,9.582,54.139.309,219.461,0,0,1.339,"49,90%","62,80%","27,60%"
01.06.2021,5.256.516,7.112,839.757,602,47.656,129,5.124.081,9.457,54.362.791,223.482,0,0,1.241,"49,90%","62,80%","27,60%"
02.06.2021,5.263.697,7.181,840.343,586,47.768,112,5.131.453,7.372,54.586.941,224.150,0,0,1.213,"49,90%","62,80%","27,60%"
03.06.2021,5.270.299,6.602,840.906,563,47.882,114,5.139.993,8.540,54.809.788,222.847,0,0,1.219,"49,90%","62,80%","27,60%"
04.06.2021,5.276.468,6.169,841.458,552,47.976,94,5.147.610,7.617,55.034.469,224.681,0,0,1.183,"49,90%","62,80%","27,60%"
05.06.2021,5.282.594,6.126,842.000,542,48.068,92,5.154.771,7.161,55.250.625,216.156,0,0,1.147,"49,90%","62,80%","27,60%"
06.06.2021,5.287.980,5.386,842.482,482,48.164,96,5.160.774,6.003,55.455.452,204.827,0,0,1.096,"49,90%","62,80%","27,60%"
07.06.2021,5.293.627,5.647,842.977,495,48.255,91,5.167.350,6.576,55.673.616,218.164,0,0,1.060,"49,90%","60,00%","27,80%"
08.06.2021,5.300.236,6.609,843.534,557,48.341,86,5.173.186,5.836,55.899.143,225.527,0,0,1.044,0,0,0
09.06.2021,5.306.690,6.454,844.092,558,48.428,87,5.179.833,6.647,56.123.336,224.193,0,0,1.018,"49,90%","60,00%","27,80%"
10.06.2021,5.313.098,6.408,844.655,563,48.524,96,5.186.728,6.895,56.346.656,223.320,0,0,1.009,"49,90%","60,00%","27,80%"
11.06.2021,5.319.359,6.261,845.216,561,48.593,69,5.192.945,6.217,56.570.784,224.128,0,0,997,"49,90%","60,00%","27,80%"
12.06.2021,5.325.435,6.076,845.719,503,48.668,75,5.198.057,5.112,56.789.542,218.758,0,0,973,"49,90%","60,00%","27,80%"
13.06.2021,5.330.447,5.012,846.173,454,48.721,53,5.202.251,4.194,57.004.499,214.957,0,0,952,"49,90%","60,00%","27,80%"
14.06.2021,5.336.073,5.626,846.601,428,48.795,74,5.206.836,4.585,57.223.789,219.290,0,0,929,"50,40%","60,20%","27,90%"
15.06.2021,5.342.028,5.955,847.133,532,48.879,84,5.211.022,4.186,57.447.635,223.846,0,0,886,"50,40%","60,20%","27,90%"
16.06.2021,5.348.249,6.221,847.681,548,48.950,71,5.215.654,4.632,57.674.798,227.163,0,0,881,"50,40%","60,20%","27,90%"
17.06.2021,5.354.153,5.904,848.190,509,49.012,62,5.219.797,4.143,57.899.862,225.064,0,0,860,"50,40%","60,20%","27,90%"
18.06.2021,5.359.728,5.575,848.687,497,49.071,59,5.224.224,4.427,58.123.990,224.128,0,0,856,"50,40%","60,20%","27,90%"
19.06.2021,5.365.208,5.480,849.181,494,49.122,51,5.228.419,4.195,58.339.486,215.496,0,0,829,"50,40%","60,20%","27,90%"
20.06.2021,5.370.299,5.091,849.590,409,49.185,63,5.232.638,4.219,58.552.783,213.297,0,0,813,"50,40%","60,20%","27,90%"
21.06.2021,5.375.593,5.294,850.019,429,49.236,51,5.237.731,5.093,58.773.835,221.052,0,0,808,"49,30%","63,30%","27,00%"
22.06.2021,5.381.736,6.143,850.584,565,49.293,57,5.242.945,5.214,58.997.073,223.238,0,0,791,"49,30%","63,30%","27,00%"
23.06.2021,5.387.545,5.809,851.134,550,49.358,65,5.248.862,5.917,59.221.265,224.192,0,0,763,"49,30%","63,30%","27,00%"
24.06.2021,5.393.248,5.703,851.632,498,49.417,59,5.254.708,5.846,59.444.650,223.385,0,0,752,"49,30%","63,30%","27,00%"
25.06.2021,5.398.878,5.630,852.109,477,49.473,56,5.261.892,7.184,59.667.586,222.936,0,0,737,"49,30%","63,30%","27,00%"
26.06.2021,5.404.144,5.266,852.579,470,49.524,51,5.269.294,7.402,59.890.147,222.561,0,0,733,"49,30%","63,30%","27,00%"
27.06.2021,5.409.027,4.883,852.969,390,49.576,52,5.275.231,5.937,60.105.441,215.294,0,0,736,"49,30%","63,30%","27,00%"
28.06.2021,5.414.310,5.283,853.400,431,49.634,58,5.280.558,5.327,60.328.966,223.525,0,0,751,"49,30%","63,30%","27,00%"
29.06.2021,5.420.156,5.846,853.910,510,49.687,53,5.287.094,6.536,60.558.812,229.846,0,0,730,"52,40%","61,50%","28,10%"
30.06.2021,5.425.652,5.496,854.432,522,49.732,45,5.294.285,7.191,60.786.975,228.163,0,0,727,"52,40%","61,50%","28,10%"
01.07.2021,5.430.940,5.288,854.894,462,49.774,42,5.300.504,6.219,61.012.512,225.537,0,0,706,"52,40%","61,50%","28,10%"
02.07.2021,5.435.831,4.891,855.355,461,49.829,55,5.305.856,5.352,61.236.294,223.782,0,0,697,"52,40%","61,50%","28,10%"
03.07.2021,5.440.368,4.537,855.833,478,49.874,45,5.310.769,4.913,61.455.218,218.924,0,0,702,"52,40%","61,50%","28,10%"
04.07.2021,5.444.786,4.418,856.237,404,49.924,50,5.314.930,4.161,61.671.470,216.252,0,0,0,0,0,
05.07.2021,5.449.464,4.678,0,0,49.959,35,5.319.665,4.735,61.891.207,219.737,0,0,0,0,0,
06.07.2021,5.454.763,5.299,0,0,49.996,37,5.324.111,4.446,62.117.858,226.651,0,0,0,0,0,
07.07.2021,5.459.923,5.160,0,0,50.048,52,5.328.747,4.636,62.343.111,225.253,0,0,0,0,0,
08.07.2021,5.465.094,5.171,0,0,50.096,48,5.333.759,5.012,62.569.538,226.427,0,0,0,0,0,
09.07.2021,5.470.764,5.670,0,0,50.155,59,5.338.885,5.126,62.798.364,228.826,0,0,0,0,0,
10.07.2021,5.476.294,5.530,0,0,50.192,37,5.344.102,5.217,63.022.548,224.184,0,0,0,0,0,
11.07.2021,5.481.555,5.261,0,0,50.229,37,5.349.344,5.242,63.244.616,222.068,0,0,0,0,0,0
12.07.2021,5.486.959,5.404,0,0,50.278,49,5.354.850,5.506,63.471.889,227.273,0,0,0,0,0,0
13.07.2021,5.493.244,6.285,0,0,50.324,46,5.360.012,5.162,63.706.328,234.439,0,0,0,0,0,0
14.07.2021,5.500.151,6.907,0,0,50.367,43,5.365.075,5.063,63.945.195,238.867,0,0,0,0,0,0
15.07.2021,5.507.455,7.304,0,0,50.415,48,5.370.178,5.103,64.177.452,232.257,0,0,0,0,0,0
16.07.2021,5.514.373,6.918,0,0,50.450,35,5.375.262,5.084,64.407.034,229.582,0,0,0,0,0,0
17.07.2021,5.522.039,7.666,0,0,50.488,38,5.380.752,5.490,64.641.195,234.161,0,0,0,0,0,0
18.07.2021,5.529.719,7.680,0,0,50.554,66,5.386.587,5.835,64.875.141,233.946,0,0,0,0,0,0
19.07.2021,5.537.386,7.667,0,0,50.604,50,5.390.739,4.152,65.101.654,226.513,0,0,0,0,0,0
20.07.2021,5.546.166,8.780,0,0,50.650,46,5.395.300,4.561,65.300.191,198.537,0,0,0,0,0,0
21.07.2021,5.554.317,8.151,0,0,50.709,59,5.400.246,4.946,65.484.653,184.462,0,0,0,0,0,0
22.07.2021,5.563.903,9.586,0,0,50.761,52,5.405.339,5.093,65.698.849,214.196,0,0,0,0,0,0
23.07.2021,5.574.997,11.094,0,0,50.821,60,5.410.554,5.215,65.918.377,219.528,0,0,0,0,0,0
24.07.2021,5.587.378,12.381,0,0,50.879,58,5.415.937,5.383,66.139.840,221.463,0,0,0,0,0,0
25.07.2021,5.601.608,14.230,0,0,50.934,55,5.421.148,5.211,66.363.677,223.837,0,0,0,0,0,0
26.07.2021,5.618.417,16.809,0,0,50.997,63,5.426.733,5.585,66.587.875,224.198,0,0,0,0,0,0
27.07.2021,5.638.178,19.761,0,0,51.048,51,5.433.841,7.108,66.834.523,246.648,0,0,0,0,0,0
28.07.2021,5.660.469,22.291,0,0,51.124,76,5.438.038,4.197,67.091.997,257.474,0,0,0,0,0,0
29.07.2021,5.682.630,22.161,0,0,51.184,60,5.443.501,5.463,67.353.195,261.198,0,0,0,0,0,0
30.07.2021,5.704.713,22.083,0,0,51.253,69,5.449.253,5.752,67.609.655,256.460,0,0,0,0,0,0
31.07.2021,5.727.045,22.332,0,0,51.332,79,5.454.360,5.107,67.868.851,259.196,0,0,0,0,0,0
01.08.2021,5.747.935,20.890,0,0,51.428,96,5.459.899,5.539,68.120.075,251.224,0,0,0,0,0,0
02.08.2021,5.770.833,22.898,0,0,51.519,91,5.465.846,5.947,68.390.501,270.426,0,0,0,0,0,0
03.08.2021,5.795.665,24.832,0,0,51.645,126,5.472.089,6.243,68.646.664,256.163,0,0,0,0,0,0
04.08.2021,5.822.487,26.822,0,0,51.767,122,5.478.185,6.096,68.908.712,262.048,0,0,0,0,0,0
05.08.2021,5.846.784,24.297,0,0,51.875,108,5.484.821,6.636,69.153.864,245.152,0,0,0,0,0,0
06.08.2021,5.870.741,23.957,0,0,51.976,101,5.491.762,6.941,69.397.144,243.280,0,0,0,0,0,0
07.08.2021,5.895.841,25.100,0,0,52.088,112,5.498.520,6.758,69.643.181,246.037,0,0,0,0,0,0
08.08.2021,5.918.540,22.699,0,0,52.196,108,5.504.355,5.835,69.882.818,239.637,0,0,0,0,0,0
09.08.2021,5.942.271,23.731,0,0,52.313,117,5.511.720,7.365,70.128.071,245.253,0,0,0,0,0,0
10.08.2021,5.968.868,26.597,0,0,52.437,124,5.526.674,14.954,70.392.718,264.647,0,0,0,0,0,0
11.08.2021,5.996.224,27.356,0,0,52.565,128,5.543.037,16.363,70.670.981,278.263,0,0,0,0,0,0
12.08.2021,6.018.485,22.261,0,0,52.703,138,5.558.722,15.685,70.952.516,281.535,0,0,0,0,0,0
13.08.2021,6.039.857,21.372,0,0,52.860,157,5.575.214,16.492,71.237.758,285.242,0,0,0,0,0,0
14.08.2021,6.059.806,19.949,0,0,53.005,145,5.590.578,15.364,71.522.705,284.947,0,0,0,0,0,0
15.08.2021,6.078.653,18.847,0,0,53.159,154,5.605.004,14.426,71.803.889,281.184,0,0,0,0,0,0
16.08.2021,6.096.816,18.163,0,0,53.324,165,5.621.646,16.642,72.091.836,287.947,0,0,0,0,0,0
17.08.2021,6.118.508,21.692,0,0,53.507,183,5.636.282,14.636,72.386.397,294.561,0,0,0,0,0,0
18.08.2021,6.138.452,19.944,0,0,53.675,168,5.651.819,15.537,72.681.603,295.206,0,0,0,0,0,0
19.08.2021,6.157.772,19.320,0,0,53.891,216,5.666.562,14.743,72.974.141,292.538,0,0,0,0,0,0
20.08.2021,6.177.690,19.918,0,0,54.095,204,5.682.123,15.561,73.267.393,293.252,0,0,0,0,0,0
21.08.2021,6.197.041,19.351,0,0,54.327,232,5.695.286,13.163,73.550.250,282.857,0,0,0,0,0,0
22.08.2021,6.215.663,18.622,0,0,54.533,206,5.708.549,13.263,73.815.446,265.196,0,0,0,0,0,0
23.08.2021,6.234.520,18.857,0,0,54.765,232,5.724.382,15.833,74.097.974,282.528,0,0,0,0,0,0
24.08.2021,6.253.711,19.191,0,0,54.995,230,5.739.755,15.373,74.391.011,293.037,0,0,0,0,0,0
25.08.2021,6.273.681,19.970,0,0,55.212,217,5.756.406,16.651,74.687.722,296.711,0,0,0,0,0,0
26.08.2021,6.293.297,19.616,0,0,55.469,257,5.771.611,15.205,74.984.790,297.068,0,0,0,0,0,0
27.08.2021,6.311.637,18.340,0,0,55.713,244,5.786.139,14.528,75.280.437,295.647,0,0,0,0,0,0
28.08.2021,6.329.549,17.912,0,0,55.958,245,5.798.314,12.175,75.570.623,290.186,0,0,0,0,0,0
29.08.2021,6.346.881,17.332,0,0,56.213,255,5.809.710,11.396,75.857.048,286.425,0,0,0,0,0,0
30.08.2021,6.366.438,19.557,0,0,56.458,245,5.823.111,13.401,76.140.298,283.250,0,0,0,0,0,0
31.08.2021,6.388.331,21.893,0,0,56.710,252,5.837.217,14.106,76.437.465,297.167,0,0,0,0,0,0
01.09.2021,6.412.277,23.946,0,0,57.000,290,5.852.381,15.164,76.740.334,302.869,0,0,0,0,0,0
02.09.2021,6.435.773,23.496,0,0,57.283,283,5.872.385,20.004,77.045.381,305.047,0,0,0,0,0,0
03.09.2021,6.458.630,22.857,0,0,57.559,276,5.886.912,14.527,77.349.911,304.530,0,0,0,0,0,0
04.09.2021,6.478.663,20.033,0,0,57.837,278,5.906.376,19.464,77.633.296,283.385,0,0,0,0,0,0
05.09.2021,6.498.054,19.391,0,0,58.106,269,5.930.665,24.289,77.912.359,279.063,0,0,0,0,0,0
06.09.2021,6.519.016,20.962,0,0,58.377,271,5.959.992,29.327,78.213.523,301.164,0,0,0,0,0,
07.09.2021,6.521.692,23.638,0,0,58.651,274,5.994.394,34.402,78.518.387,304.864,0,0,0,0,0,0
08.09.2021,6.566.568,23.914,0,0,58.913,262,6.024.497,30.103,78.826.824,308.437,0,0,0,0,0,0
09.09.2021,6.590.414,23.846,0,0,59.170,257,6.055.819,31.322,79.141.617,314.793,0,0,0,0,0,0
10.09.2021,6.613.976,23.562,0,0,59.384,214,6.090.902,35.083,79.460.452,318.835,0,0,0,0,0,0
11.09.2021,6.636.899,22.923,0,0,59.643,259,6.121.046,30.144,79.774.498,314.046,0,0,0,0,0,0
12.09.2021,6.658.251,21.352,0,0,59.886,243,6.146.662,25.616,80.085.044,310.546,0,0,0,0,0,0
13.09.2021,6.682.864,24.613,0,0,60.117,231,6.172.714,26.052,80.404.154,319.110,0,0,0,0,0,0
14.09.2021,6.710.666,27.802,0,0,60.393,276,6.201.905,29.191,80.738.689,334.535,0,0,0,0,0,0
15.09.2021,6.738.890,28.224,0,0,60.641,248,6.230.441,28.536,81.079.693,341.004,0,0,0,0,0,0
16.09.2021,6.767.008,28.118,0,0,60.903,262,6.262.690,32.249,81.422.835,343.142,0,0,0,0,0,0
17.09.2021,6.794.700,27.692,0,0,61.140,237,6.285.887,23.197,81.764.689,341.854,0,0,0,0,0,0
18.09.2021,6.820.861,26.161,0,0,61.361,221,6.309.910,24.023,82.099.933,335.244,0,0,0,0,0,0
19.09.2021,6.847.259,26.398,0,0,61.574,213,6.337.070,27.160,82.438.806,338.873,0,0,0,0,0,0
20.09.2021,6.874.947,27.688,0,0,61.805,231,6.365.019,27.949,82.785.241,346.435,0,0,0,0,0,0
21.09.2021,6.904.285,29.338,0,0,62.065,260,6.388.380,23.361,83.140.095,354.854,0,0,0,0,0,0
22.09.2021,6.932.453,28.168,0,0,62.307,242,6.411.476,23.096,83.491.750,351.655,0,0,0,0,0,0
23.09.2021,6.960.297,27.844,0,0,62.524,217,6.432.743,21.267,83.847.882,356.132,0,0,0,0,0,0
24.09.2021,6.987.494,27.197,0,0,62.745,221,6.453.201,20.458,84.203.108,355.226,0,0,0,0,0,0
25.09.2021,7.013.639,26.145,0,0,62.938,193,6.472.400,19.199,84.545.253,342.145,0,0,0,0,0,0
26.09.2021,7.039.500,25.861,0,0,63.166,228,6.497.275,24.875,84.886.474,341.221,0,0,0,0,0,0
27.09.2021,7.066.688,27.188,0,0,63.372,206,6.522.435,25.160,85.239.798,353.324,0,0,0,0,0,0
28.09.2021,7.095.580,28.892,0,0,63.611,239,6.552.771,30.336,85.596.459,356.661,0,0,0,0,0,0
29.09.2021,7.124.966,29.386,0,0,63.838,227,6.583.789,31.018,85.951.901,355.442,0,0,0,0,0,0
30.09.2021,7.154.070,29.104,0,0,64.054,216,6.615.908,32.119,86.309.754,357.853,0,0,0,0,0,0
01.10.2021,7.182.943,28.873,0,0,64.264,210,6.642.132,26.224,86.666.106,356.352,0,0,0,0,0,0
02.10.2021,7.210.916,27.973,0,0,64.467,203,6.664.242,22.110,87.018.268,352.162,0,0,0,0,0,0
03.10.2021,7.238.267,27.351,0,0,64.661,194,6.686.246,22.004,87.366.730,348.462,0,0,0,0,0,0
04.10.2021,7.267.077,28.810,0,0,64.909,248,6.719.398,33.152,87.718.944,352.214,0,0,0,0,0,0
05.10.2021,7.296.879,29.802,0,0,65.137,228,6.751.667,32.269,88.074.508,355.564,0,0,0,0,0,0
06.10.2021,7.327.317,30.438,0,0,65.373,236,6.783.080,31.413,88.432.572,358.064,0,0,0,0,0,0
07.10.2021,7.357.336,30.019,0,0,65.590,217,6.815.320,32.240,88.794.724,362.152,0,0,0,0,0,0
08.10.2021,7.387.537,30.201,0,0,65.778,188,6.843.487,28.167,89.154.839,360.115,0,0,0,0,0,0
09.10.2021,7.416.182,28.645,0,0,65.984,206,6.867.704,24.217,89.503.695,348.856,0,0,0,0,0,0
10.10.2021,7.444.552,28.370,0,0,66.180,196,6.893.476,25.772,89.847.975,344.280,0,0,0,0,0,0
11.10.2021,7.475.115,30.563,0,0,66.368,188,6.927.337,33.861,90.202.990,355.015,0,0,0,0,0,0
