Tarih,Toplam Vaka,Günlük Vaka,Toplam_Hasta,Gunluk_Hasta,Toplam_Vefat,Gunluk_Vefat,Toplam_iyilesen,Gunluk_iyilesen,Toplam_Test,Gunluk_Test,YBU,Entube,Ağır Hasta,yatak_doluluk_orani,eriskin_yogun_bakim_doluluk_orani,ventilator_doluluk_orani
12.10.2021,7.508.975,33.860,0,0,66.605,237,6.957.447,30.110,90.560.626,357.636,0,0,0,0,0,0
13.10.2021,7.540.223,31.248,0,0,66.841,236,6.987.778,30.331,90.921.790,361.164,0,0,0,0,0,0
14.10.2021,7.570.932,30.709,0,0,67.044,203,7.014.239,26.461,91.284.007,362.217,0,0,0,0,0,0
15.10.2021,7.601.626,30.694,0,0,67.225,181,7.039.752,25.513,91.647.543,363.536,0,0,0,0,0,0
16.10.2021,7.630.163,28.537,0,0,67.437,212,7.065.363,25.611,92.004.710,357.167,0,0,0,0,0,0
17.10.2021,7.654.277,24.114,0,0,67.623,186,7.089.766,24.403,92.346.136,341.426,0,0,0,0,0,0
18.10.2021,7.683.517,29.240,0,0,67.837,214,7.116.305,26.539,92.697.301,351.165,0,0,0,0,0,0
19.10.2021,7.714.379,30.862,0,0,68.060,223,7.143.657,27.352,93.058.150,360.849,0,0,0,0,0,0
20.10.2021,7.744.139,29.760,0,0,68.274,214,7.172.460,28.803,93.419.500,361.350,0,0,0,0,0,0
21.10.2021,7.772.604,28.465,0,0,68.472,198,7.201.620,29.160,93.781.713,362.213,0,0,0,0,0,0
22.10.2021,7.800.796,28.192,0,0,68.700,228,7.231.922,30.302,94.145.266,363.553,0,0,0,0,0,0
23.10.2021,7.827.013,26.217,0,0,68.917,217,7.259.585,27.663,94.496.450,351.184,0,0,0,0,0,0
24.10.2021,7.851.805,24.792,0,0,69.112,195,7.283.988,24.403,94.834.986,338.536,0,0,0,0,0,0
25.10.2021,7.879.468,27.663,0,0,69.344,232,7.314.812,30.824,95.186.138,351.152,0,0,0,0,0,0
26.10.2021,7.909.111,29.643,0,0,69.559,215,7.346.279,31.467,95.542.774,356.636,0,0,0,0,0,0
27.10.2021,7.936.007,26.896,0,0,69.769,210,7.376.821,30.542,95.898.721,355.947,0,0,0,0,0,0
28.10.2021,7.961.535,25.528,0,0,69.998,229,7.404.472,27.651,96.253.301,354.580,0,0,0,0,0,0
29.10.2021,7.985.944,24.409,0,0,70.207,209,7.435.318,30.846,96.604.674,351.373,0,0,0,0,0,0
30.10.2021,8.009.040,23.096,0,0,70.410,203,7.463.950,28.632,96.948.837,344.163,0,0,0,0,0,0
31.10.2021,8.032.988,23.948,0,0,70.611,201,7.490.125,26.175,97.296.199,347.362,0,0,0,0,0,0
01.11.2021,8.061.666,28.678,0,0,70.828,217,7.519.421,29.296,97.652.842,356.643,0,0,0,0,0,0
02.11.2021,8.091.462,29.796,0,0,71.052,224,7.549.258,29.837,98.014.375,361.533,0,0,0,0,0,0
03.11.2021,8.121.226,29.764,0,0,71.298,246,7.582.624,33.366,98.377.613,363.238,0,0,0,0,0,0
04.11.2021,8.150.708,29.482,0,0,71.526,228,7.617.367,34.743,98.740.445,362.832,0,0,0,0,0,0
05.11.2021,8.178.901,28.193,0,0,71.724,198,7.649.568,32.201,99.101.867,361.422,0,0,0,0,0,0
06.11.2021,8.206.375,27.474,0,0,71.927,203,7.680.152,30.584,99.460.193,358.326,0,0,0,0,0,0
07.11.2021,8.231.679,25.304,0,0,72.127,200,7.709.004,28.852,99.807.976,347.783,0,0,0,0,0,0
08.11.2021,8.259.503,27.824,0,0,72.314,187,7.737.259,28.255,100.165.808,357.832,0,0,0,0,0,0
09.11.2021,8.288.165,28.662,0,0,72.510,196,7.766.118,28.859,100.525.368,359.560,0,0,0,0,0,0
10.11.2021,8.315.424,27.259,0,0,72.713,203,7.793.631,27.513,100.883.619,358.251,0,0,0,0,0,0
11.11.2021,8.340.322,24.898,0,0,72.910,197,7.817.991,24.360,101.239.623,356.004,0,0,0,0,0,0
12.11.2021,8.363.959,23.637,0,0,73.127,217,7.843.155,25.164,101.593.910,354.287,0,0,0,0,0,0
13.11.2021,8.386.542,22.583,0,0,73.342,215,7.868.409,25.254,101.941.336,347.426,0,0,0,0,0,0
14.11.2021,8.408.166,21.624,0,0,73.531,189,7.888.959,20.550,102.287.978,346.642,0,0,0,0,0,0
15.11.2021,8.432.018,23.852,0,0,73.746,215,7.914.217,25.258,102.638.911,350.933,0,0,0,0,0,0
16.11.2021,8.457.119,25.101,0,0,73.973,227,7.941.664,27.447,102.995.425,356.514,0,0,0,0,0,0
17.11.2021,8.480.986,23.867,0,0,74.202,229,7.970.207,28.543,103.354.209,358.784,0,0,0,0,0,0
18.11.2021,8.503.220,22.234,0,0,74.428,226,7.999.745,29.538,103.711.432,357.223,0,0,0,0,0,0
19.11.2021,8.527.030,23.810,0,0,74.646,218,8.028.494,28.749,104.067.995,356.563,0,0,0,0,0,0
20.11.2021,8.550.377,23.347,0,0,74.847,201,8.057.657,29.163,104.420.330,352.335,0,0,0,0,0,0
21.11.2021,8.571.554,21.177,0,0,75.042,195,8.091.947,34.290,104.770.493,350.163,0,0,0,0,0,0
22.11.2021,8.596.410,24.856,0,0,75.235,193,8.120.882,28.935,105.131.498,361.005,0,0,0,0,0,0
23.11.2021,8.624.580,28.170,0,0,75.443,208,8.150.235,29.353,105.496.910,365.412,0,0,0,0,0,0
24.11.2021,8.652.172,27.592,0,0,75.618,175,8.178.520,28.285,105.861.261,364.351,0,0,0,0,0,0
25.11.2021,8.676.639,24.467,0,0,75.840,222,8.208.159,29.639,106.224.304,363.043,0,0,0,0,0,0
26.11.2021,8.700.641,24.002,0,0,76.041,201,8.233.500,25.341,106.585.533,361.229,0,0,0,0,0,0
27.11.2021,8.724.400,23.759,0,0,76.233,192,8.258.603,25.103,106.943.807,358.274,0,0,0,0,0,0
28.11.2021,8.746.055,21.655,0,0,76.446,213,8.278.610,20.007,107.294.192,350.385,0,0,0,0,0,0
29.11.2021,8.770.372,24.317,0,0,76.635,189,8.301.883,23.273,107.653.008,358.816,0,0,0,0,0,0
30.11.2021,8.795.588,25.216,0,0,76.842,207,8.326.381,24.498,108.012.428,359.420,0,0,0,0,0,0
